Subject,Topic,Direction,Question,Option 1,Option 2,Option 3,Option 4,Option 5,Answer,Explanation
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: Some books are pens. No pen is pencil.Conclusions:Some books are pencils.No book is pencil.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,C," As discussed above, the conclusion must be particular negative and should not contain the middle term. So, it follows that 'Some books are not pencils'. However, I and II involve only the extreme terms and form a complementary pair. Thus, either I or II follows. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: All men are married. Some men are educated.Conclusions:Some married are educated.Some educated are married.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,E," Since one premise is particular, the conclusion must be particular and should not contain the middle term. So, I follows. II is the converse of I and thus it also holds. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: All tubes are handles. All cups are handles.Conclusions:All cups are tubes.Some handles are not cups.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,D," Both the premises are A type propositions. So, in either, the middle term 'handles' forming the predicate is not distributed. Since the middle term is not distributed even once in the premises, no definite conclusion follows "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: No magazine is cap. All caps are cameras.Conclusions:No camera is magazine.Some cameras are magazines.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,C," As discussed above, the conclusion must be particular negative and should not contain the middle term. So, it follows that 'Some cameras are not magazines'. However, I and II involve only the extreme terms and form a complementary pair. Thus, either I or II follows. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: All huts are mansions. All mansions are temples.Conclusions:Some temples are huts.Some temples are mansions.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,E," As discussed above, it follows that 'All huts are temples'. I is the converse of this conclusion and so it holds. II is the converse of the second premise and so it also holds. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: Some books are tables. Some tables are mirrors.Conclusions:Some mirrors are books.No book is mirror.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,C," Since both the premises are particular no definite conclusion follows. However, I and II involve only the extreme terms and form a complementary pair. Thus, either I or II follows. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: All trucks fly. Some scooters fly.Conclusions:All trucks are scooters.Some scooters do not fly.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,D," Since the middle term 'fly' is not distributed even once in the premises, no definite conclusion follows. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: Raman is always successful. No fool is always successful.Conclusions:Raman is a fool.Raman is not a fool.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,B," Since both the premises are universal and one premise is negative, the conclusion must be universal negative and should not contain the middle term. So, only II follows. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: Some desks are caps. No cap is red.Conclusions:Some caps are desks.No desk is red.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,A," Since one premise is particular and the other premise is negative, the conclusion must be particular negative and should not contain the middle term. So, it follows that 'Some desks are not red'. However, I is the converse of the first premise and thus it holds. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: Some hens are cows. All cows are horses.Conclusions:Some horses are hens.Some hens are horses.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,E," Since one premise is particular, the conclusion must be particular and should not contain the middle term. So, II follows. I is the converse of II and so it also holds. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: All water is divine. All temples are divine.Conclusions:All water is temple.All temples are water.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,D," Since the middle term 'divine' is not distributed even once in the premises, no definite conclusion can be drawn. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: All men are dogs. All dogs are cats.Conclusions:All men are cats.All cats are men.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,A," Since both the premises are universal and affirmative, the conclusion must be universal affirmative. However, conclusion II, being an A-type proposition, distributes the term 'cats'. <br><br>Since the term 'cats' is distributed in II without being distributed in any of the premises, so conclusion II cannot follow. Thus, only I follows. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: All young scientists are open-minded. No open-minded men are superstitious.Conclusions:No scientist is superstitious.No young people are superstitious.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,D," The subject in both the conclusions is vague. The true conclusion is 'No young scientist is superstitious'. Thus, neither I nor II follows, "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: Some pastries are toffees. All toffees are chocolates.Conclusions:Some chocolates are toffees.Some toffees are not pastries.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,A," Since one premise is particular, the conclusion must be particular and should not contain the middle term. Thus, it follows that 'Some pastries are chocolates', I is the converse of the second premise and so it holds. Since both the premises are affirmative, the conclusion cannot be negative. Thus, II does not follow. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: All boys are honest. Sachin is honest.Conclusions:Sachin is a boy.All honest persons are boys.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,D," Both the premises are A type propositions. So, the middle term 'honest' forming the predicate in each is not distributed in either. Since the middle term is not distributed even once, no definite conclusion follows. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: All pens are roads. All roads are houses.Conclusions:All houses are pens.Some houses are pens.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,B," Since both the premises are universal and affirmative, the conclusion must be universal affirmative and should not contain the middle term. So, it follows that 'All pens are houses'. II is the converse of this conclusion and so it holds. Since the term 'houses' is distributed in I without being distributed in any of the premises, so I does not follow. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: All artists are smokers. Some smokers are drunkards.Conclusions:All smokers are artists.Some drunkards are not smokers.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,D," Since the middle term 'smokers' is not distributed even once in the premises, no definite conclusion follows. "
Logical Reasoning,Misscellaneous,"In each question below are given two statements followed by two conclusions numbered I and II. You have to take the given two statements to be true even if they seem to be at variance from commonly known facts. Read the conclusion and then decide which of the given conclusions logically follows from the two given statements, disregarding commonly known facts.Give answer:(A) If only conclusion I follows (B) If only conclusion II follows(C) If either I or II follows(D) If neither I nor II follows and(E) If both I and II follow.",Statements: All cars are cats. All fans are cats.Conclusions:All cars are fansSome fans are cars.,Only conclusion I follows,Only conclusion II follows,Either I or II follows,Neither I nor II follows,Both I and II follow,D," Since the middle term 'cats' is not distributed even once in the premises, no definite conclusion follows. "
Logical Reasoning,Misscellaneous,"                            In these series, you will be looking at both the letter pattern and the number pattern. Fill the blank in the middle of the series or  end of the series.                        ","SCD, TEF, UGH, ____, WKL",CMN,UJI,VIJ,IJT, ,C," There are two alphabetical series here. The first series is with the first letters only: STUVW. The second series involves the remaining letters: CD, EF, GH, IJ, KL. "
Logical Reasoning,Misscellaneous,"                            In these series, you will be looking at both the letter pattern and the number pattern. Fill the blank in the middle of the series or  end of the series.                        ","B2CD, _____, BCD4, B5CD, BC6D",B2C2D,BC3D,B2C3D,BCD7, ,B," Because the letters are the same, concentrate on the number series, which is a simple 2, 3, 4, 5, 6 series, and follows each letter in order. "
Logical Reasoning,Misscellaneous,"                            In these series, you will be looking at both the letter pattern and the number pattern. Fill the blank in the middle of the series or  end of the series.                        ","FAG, GAF, HAI, IAH, ____",JAK,HAL,HAK,JAI, ,A," The middle letters are static, so concentrate on the first and third letters. The series involves an alphabetical order with a reversal of the letters. The first letters are in alphabetical order: F, G, H, I , J. The second and fourth segments are reversals of the first and third segments. The missing segment begins with a new letter. "
Logical Reasoning,Misscellaneous,"                            In these series, you will be looking at both the letter pattern and the number pattern. Fill the blank in the middle of the series or  end of the series.                        ","ELFA, GLHA, ILJA, _____, MLNA",OLPA,KLMA,LLMA,KLLA, ,D," The second and forth letters in the series, L and A, are static. The first and third letters consist of an alphabetical order beginning with the letter E. "
Logical Reasoning,Misscellaneous,"                            In these series, you will be looking at both the letter pattern and the number pattern. Fill the blank in the middle of the series or  end of the series.                        ","CMM, EOO, GQQ, _____, KUU",GRR,GSS,ISS,ITT, ,C," The first letters are in alphabetical order with a letter skipped in between each segment: C, E, G, I, K. The second and third letters are repeated, they are also in order with a skipped letter: M, O, Q, S, U. "
Logical Reasoning,Misscellaneous,"                            In these series, you will be looking at both the letter pattern and the number pattern. Fill the blank in the middle of the series or  end of the series.                        ","ZA5, Y4B, XC6, W3D, _____",E7V,V2E,VE5,VE7, ,D," There are three series to look for here. The first letters are alphabetical in reverse: Z, Y, X, W, V. The second letters are in alphabetical order, beginning with A. The number series is as follows: 5, 4, 6, 3, 7. "
Logical Reasoning,Misscellaneous,"                            In these series, you will be looking at both the letter pattern and the number pattern. Fill the blank in the middle of the series or  end of the series.                        ","QPO, NML, KJI, _____, EDC",HGF,CAB,JKL,GHI, ,A, This series consists of letters in a reverse alphabetical order. 
Logical Reasoning,Misscellaneous,"                            In these series, you will be looking at both the letter pattern and the number pattern. Fill the blank in the middle of the series or  end of the series.                        ","JAK, KBL, LCM, MDN, _____",OEP,NEO,MEN,PFQ, ,B, This is an alternating series in alphabetical order. The middle letters follow the order ABCDE. The first and third letters are alphabetical beginning with J. The third letter is repeated as a first letter in each subsequent three-letter segment. 
Logical Reasoning,Misscellaneous,"                            In these series, you will be looking at both the letter pattern and the number pattern. Fill the blank in the middle of the series or  end of the series.                        ","BCB, DED, FGF, HIH, ___",JKJ,HJH,IJI,JHJ, ,A," This series consists of a simple alphabetical order with the first two letters of all segments: B, C, D, E, F, G, H, I, J, K. The third letter of each segment is a repetition of the first letter. "
Logical Reasoning,Misscellaneous,"                            In these series, you will be looking at both the letter pattern and the number pattern. Fill the blank in the middle of the series or  end of the series.                        ","P5QR, P4QS, P3QT, _____, P1QV",PQW,PQV2,P2QU,PQ3U, ,C," The first two letters, PQ, are static. The third letter is in alphabetical order, beginning with R. The number series is in descending order beginning with 5. "
Logical Reasoning,Misscellaneous,"                            In these series, you will be looking at both the letter pattern and the number pattern. Fill the blank in the middle of the series or  end of the series.                        ","QAR, RAS, SAT, TAU, _____",UAV,UAT,TAS,TAT, ,A," In this series, the third letter is repeated as the first letter of the next segment. The middle letter, A, remains static. The third letters are in alphabetical order, beginning with R. "
Logical Reasoning,Misscellaneous,"                            In these series, you will be looking at both the letter pattern and the number pattern. Fill the blank in the middle of the series or  end of the series.                        ","DEF, DEF2, DE2F2, _____, D2E2F3",DEF3,D3EF3,D2E3F,D2E2F2, ,D," <p>In this series, the letters remain the same: DEF.</p> <p>The subscript numbers follow this series:</p><p> 111, 112, 122, 222, 223, 233, 333, ... </p> "
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,harvest,autumn,stockpile,tractor,crop, ,D," To harvest something, one must have a crop, which is the essential element for this item. Autumn (choice a) is not the only time crops are harvested. There may not be enough of a crop to stockpile (choice b), and you can harvest crops without a tractor (choice c). "
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,desert,cactus,arid,oasis,flat, ,B, A desert is an arid tract of land. Not all deserts are flat (choice d). Not all deserts have cacti or oases (choices a and c). 
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,book,fiction,pages,pictures,learning, ,B," The necessary part of a book is its pages, there is no book without pages. Not all books are fiction (choice a), and not all books have pictures (choice c). Learning (choice d) may or may not take place with a book "
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,language,tongue,slang,writing,words, ,D, Words are a necessary part of language. Slang is not necessary to language (choice b). Not all languages are written (choice c). Not all languages are spoken (choice a). 
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,school,student,report card,test,learning, ,A," Without students, a school cannot exist, therefore, students are the essential part of schools. The other choices may be related, but they are not essential. "
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,pain,cut,burn,nuisance,hurt, ,D," Pain is suffering or hurt, so choice d is the essential element. Without hurt, there is no pain. A cut (choice a) or a burn (choice b) may cause pain, but so do many other types of injury. A nuisance (choice c) is an annoyance that may or may not cause pain. "
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,gala,celebration,tuxedo,appetizer,orator, ,A," A gala indicates a celebration, the necessary element  here. A tuxedo (choice  b) is not required garb at a gala, nor is an appetizer (choice c). A gala may be held without the benefit of anyone speaking (choice d). "
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,monopoly,corrupt,exclusive,rich,gigantic, ,B, The essential part of a monopoly is that it involves exclusive ownership or control. 
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,guitar,band,teacher,songs,strings, ,D," A guitar does not exist without strings, so strings are an essential part of a guitar. A band is not necessary to a guitar (choice a). Guitar playing can be learned without a teacher (choice b). Songs are byproducts of a guitar (choice c). "
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,election,president,voter,November,nation, ,B," An election does not exist without voters. The election of a president (choice a) is a byproduct. Not all elections are held in November (choice c), nor are they nationwide (choice d). "
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,shoe,sole,leather,laces,walking, ,A," All shoes have a sole of some sort.Not all shoes are  made of leather (choice b), nor do they all have laces (choice c).Walking (choice d) is not essential to a shoe. "
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,swimming,pool,bathing suit,water,life jacket, ,C," Water is essential for swimming-without water, there is no swimming. The other choices are things that may or may not be present. "
Logical Reasoning,Misscellaneous,                            Each question has an underlined word followed by four answer choices. You will choose the word that is a necessary part of the underlined word.                        ,lightning,electricity,thunder,brightness,rain, ,A," Lightning is produced from a discharge of electricity, so electricity is essential. Thunder and rain are not essential to the production of lightning (choices b and d). Brightness may be a byproduct of lightning, but it is not essential (choice c). "
Logical Reasoning,Misscellaneous,"                            First, you will be given a list of three ""nonsense"" words and their English word meanings. The question(s) that follow will ask you to reverse the process and translate an English word into the artificial language.                        ","Here are some words translated from an artificial language.gorblflur means fan beltpixngorbl means ceiling fanarthtusl means tile roofWhich word could mean ""ceiling tile""?",gorbltusl,flurgorbl,arthflur,pixnarth, ,D," <i>Gorbl</i> means fan, <i>flur</i> means belt, <i>pixn</i> means ceiling, <i>arth</i> means tile, and  <i>tusl</i> means roof. Therefore, <i>pixnarth</i> is the correct choice. "
Logical Reasoning,Misscellaneous,"                            First, you will be given a list of three ""nonsense"" words and their English word meanings. The question(s) that follow will ask you to reverse the process and translate an English word into the artificial language.                        ","Here are some words translated from an artificial language.hapllesh means cloudburstsrenchoch means pinballresbosrench means ninepinWhich word could mean ""cloud nine""?",leshsrench,ochhapl,haploch,haplresbo, ,D," <i>Hapl</i> means cloud, <i>lesh</i> means burst, <i>srench</i> means pin,  <i>och</i> means ball, and  <i>resbo</i> means nine. <i>Leshsrench</i> (choice a) doesn't contain any of the words needed for cloud nine. We know that och means ball, so that rules out choices b and c. When you combine <i>hapl</i> (cloud) with <i>resbo</i> (nine), you  get the correct answer "
Logical Reasoning,Misscellaneous,"                            First, you will be given a list of three ""nonsense"" words and their English word meanings. The question(s) that follow will ask you to reverse the process and translate an English word into the artificial language.                        ","Here are some words translated from an artificial language.agnoscrenia means poisonous spiderdelanocrenia means poisonous snakeagnosdeery means brown spiderWhich word could mean ""black widow spider""?",deeryclostagnos,agnosdelano,agnosvitriblunin,trymuttiagnos, ,C," In this language, the noun appears first and the adjectives follow. Since <i>agnos</i> means spider and should appear first, choices a and d can be ruled out. Choice b can be ruled out because <i>delano</i> means snake. "
Logical Reasoning,Misscellaneous,"                            First, you will be given a list of three ""nonsense"" words and their English word meanings. The question(s) that follow will ask you to reverse the process and translate an English word into the artificial language.                        ","Here are some words translated from an artificial language.moolokarn means blue skywilkospadi means bicycle racemoolowilko means blue bicycleWhich word could mean ""racecar""?",wilkozwet,spadiwilko,moolobreil,spadivolo, ,D," From <i>wilkospadi</i>, you can determine that <i>wilko</i> means bicicyle and <i>spadi</i> means race. Therefore, the first part of the word that means racecar should begin with <i>spadi</i>. That limits your choices to b and d. Choice b, <i>spadiwilko</i>, is incorrect because we have already determined that wilkomeans bicycle. Therefore, the answer must be choice d, <i>spadivolo</i>. "
Logical Reasoning,Misscellaneous,"                            First, you will be given a list of three ""nonsense"" words and their English word meanings. The question(s) that follow will ask you to reverse the process and translate an English word into the artificial language.                        ","Here are some words translated from an artificial language.migenlasan means cupboardlasanpoen means boardwalkcuopdansa means pullmanWhich word could mean ""walkway""?",poenmigen,cuopeisel,lasandansa,poenforc, ,D," <i>Migen</i> means cup, <i>lasan</i> means board, <i>poen</i> means walk, <i>cuop</i> means pull, and <i>dansa</i> means man. The only possible choices, then, are choices a and d. Choice a can be ruled out because <i>migen</i> means cup. "
Logical Reasoning,Misscellaneous,"                            First, you will be given a list of three ""nonsense"" words and their English word meanings. The question(s) that follow will ask you to reverse the process and translate an English word into the artificial language.                        ","Here are some words translated from an artificial language.godabim means kidney stonesromzbim means kidney beansromzbako means wax beansWhich word could mean ""wax statue""?",godaromz,lazbim,wasibako,romzpeo, ,C," In this language, the adjective follows the noun. From  <i>godabim</i> and  <i>romzbim</i>, you can determine that bim means kidney. From  <i>romzbim</i> and  <i>romzbako</i>, you can determine that  <i>romz</i> means beans. Therefore, <i>bako</i>  means wax. Because the adjective wax must come after the noun in this language, <i>wasibako</i> is the only choice. "
Logical Reasoning,Misscellaneous,"                            First, you will be given a list of three ""nonsense"" words and their English word meanings. The question(s) that follow will ask you to reverse the process and translate an English word into the artificial language.                        ","Here are some words translated from an artificial language.granamelke means big treepinimelke means little treemelkehoon means tree houseWhich word could mean ""big house""?",granahoon,pinishur,pinihoon,melkegrana, ,A," Grana means big,melkemeans tree, pini means little, hoonmeans house. Therefore, granahoon means big house. "
Logical Reasoning,Misscellaneous,"                            First, you will be given a list of three ""nonsense"" words and their English word meanings. The question(s) that follow will ask you to reverse the process and translate an English word into the artificial language.                        ","Here are some words translated from an artificial language.daftafoni means advisementimodafta means misadviseimolokti means misconductWhich word could mean ""statement""?",kratafoni,kratadafta,loktifoni,daftaimo, ,A," Dafta means advise, <i>foni</i> is the same as the <i>suffix -ment</i>, imo is the same as the prefix mis-, lokti means conduct. Since the only word in the answer choices that hasn't been defined is  krata, it is reasonable to assume that <i>krata</i> means state. Therefore, <i>kratafoni</i> is the only choice that could mean statement. "
Logical Reasoning,Misscellaneous,"                            First, you will be given a list of three ""nonsense"" words and their English word meanings. The question(s) that follow will ask you to reverse the process and translate an English word into the artificial language.                        ","Here are some words translated from an artificial language.lelibroon means yellow hatplekafroti means flower gardenfrotimix means garden saladWhich word could mean ""yellow flower""?",lelifroti,lelipleka,plekabroon,frotibroon, ,B," <i>Leli</i> means yellow, <i>broon</i> means hat, <i>pleka</i> means flower, <i>froti</i> means garden, <i>mix</i> means salad. Therefore, <i>lelipleka</i> means yellow flower. "
Logical Reasoning,Misscellaneous,"                            First, you will be given a list of three ""nonsense"" words and their English word meanings. The question(s) that follow will ask you to reverse the process and translate an English word into the artificial language.                        ","Here are some words translated from an artificial language.myncabel means saddle horseconowir means trail ridecabelalma means horse blanketWhich word could mean ""horse ride""?",cabelwir,conocabel,almamyn,conoalma, ,A," Myn means saddle, cabel means horse, cono means trail, and wir means ride. Therefore, cabelwir is the correct answer. "
Logical Reasoning,Misscellaneous,"                            First, you will be given a list of three ""nonsense"" words and their English word meanings. The question(s) that follow will ask you to reverse the process and translate an English word into the artificial language.                        ","Here are some words translated from an artificial language.dionot means oak treeblyonot means oak leafblycrin means maple leafWhich word could mean ""maple syrup""?",blymuth,hupponot,patricrin,crinweel, ,C," In this language, the adjective follows the noun. From <i>dionot</i> and <i>blyonot</i>, you can determine that 'onot' means oak. From <i>blyonot</i> and <i>blycrin</i>, you can determine that <i>bly</i> means leaf. Therefore, <i>crin</i> means maple. Because the adjective maple comes after the noun, <i>patricrin</i> is the only possible choice. "
Logical Reasoning,Misscellaneous,"                            First, you will be given a list of three ""nonsense"" words and their English word meanings. The question(s) that follow will ask you to reverse the process and translate an English word into the artificial language.                        ","Here are some words translated from an artificial language.tamceno means sky bluecenorax means blue cheeseaplmitl means star brightWhich word could mean ""bright sky""?",cenotam,mitltam,raxmitl,aplceno, ,B," <i>Tam</i> means sky, <i>ceno</i> means blue, <i>rax</i> means cheese, <i>apl</i> means star, and <i>mitl</i> means bright. So, <i>mitltam</i> means bright sky. "
Logical Reasoning,Misscellaneous,                            Each question presents a situation and asks you to make a judgment regarding that particular circumstance. Choose an answer based on given information.                        ,"Eileen is planning a special birthday dinner for her husband's 35th birthday. She wants the evening to be memorable, but her husband is a simple man who would rather be in jeans at a baseball game than in a suit at a fancy restaurant. Which restaurant below should Eileen choose?",Alfredo's offers fine Italian cuisine and an elegant Tuscan decor. Patrons will feel as though they've spent the evening in a luxurious Italian villa.,Pancho's Mexican Buffet is an all-you-can-eat family style smorgasbord with the best tacos in town.,The Parisian Bistro is a four-star French restaurant where guests are treated like royalty. Chef Dilbert Olay is famous for his beef bourguignon.,"Marty's serves delicious, hearty meals in a charming setting reminiscent of a baseball clubhouse in honor of the owner,Marty Lester, a former major league baseball all-star.", ,D," Since Eileen's husband does not enjoy fancy restaurants, choices a and c can be ruled out. Choice b, although casual, doesn't sound as though it would be the kind of special and memorable evening that Eileen is looking for. Choice d, which is owned by a former baseball star  and is described as ""charming"" and ""reminiscent of a baseball clubhouse"", sounds perfect for Eileen's husband, who is described as a baseball fan and a man with simple tastes. "
